78,725,84
78,725,84
78,2673,69
78,2673,69
78,4564,86
78,4564,86
78,6372,5
78,6372,5
78,8318,80
78,8318,80
78,9985,5
78,9985,5
78,6806,131
78,6806,131
78,4469,158
78,4469,158
78,2476,187
78,2476,187
78,71,314
78,71,314
78,97,204
78,97,150
78,2037,347
78,2037,347
78,5292,394
78,5292,394
78,8822,386
78,8822,386
78,199,470
78,199,470
78,8409,549
78,8409,549
78,5142,599
78,5142,599
78,2300,735
78,2300,735
78,544,704
78,544,704
78,8426,528
78,8426,528
78,5993,665
78,5993,665
78,3210,763
78,3210,763
78,8833,688
78,8833,688
78,6649,865
78,6649,865
78,4620,1120
78,4620,1120
78,3886,1129
78,3886,1129
78,4644,1114
78,4644,1114
78,5829,1128
78,5829,1128
78,5599,1080
78,5599,1080
78,8567,1084
78,8567,1084
78,590,1913
78,590,1272
78,4197,1100
78,4197,1100
78,9780,1684
78,9780,1684
78,1388,1574
78,1388,1574
78,1373,1770
78,1373,1770
78,1490,1866
78,1490,1866
78,440,2039
78,440,2039
78,2597,2388
78,2597,2388
78,8940,2631
78,8940,2631
78,6445,2492
78,6445,2492
78,2553,3351
78,2553,3351
78,740,3583
78,740,3583
78,3036,4688
78,3036,4688
78,8085,5537
78,8085,5537
78,7262,8545
78,7262,8545
78,258,13661
78,258,13661
78,1143,22584
78,1143,22584
78,9369,41894
78,9369,41894
