145,1241,3
145,1241,3
145,3208,3
145,3208,3
145,5032,3
145,5032,3
145,6972,3
145,6972,3
145,8873,3
145,8873,3
145,2329,6
145,2329,6
145,9043,21
145,9043,6
145,6994,9
145,6994,9
145,4490,12
145,4490,12
145,3429,15
145,3429,15
145,3757,15
145,3757,15
145,5712,21
145,5712,21
145,9554,24
145,9554,24
145,2407,30
145,2407,30
145,2620,33
145,2620,33
145,739,36
145,739,36
145,7348,36
145,7348,36
145,5058,39
145,5058,39
145,2915,42
145,2915,39
145,443,42
145,443,42
145,8476,42
145,8476,42
145,5147,48
145,5147,48
145,1144,48
145,1144,48
145,9147,48
145,9147,48
145,7547,51
145,7547,51
145,7223,54
145,7223,54
145,7475,60
145,7475,60
145,9191,63
145,9191,63
145,8795,63
145,8795,63
145,2344,69
145,2344,69
145,4267,75
145,4267,75
145,9263,75
145,9263,75
145,7661,84
145,7661,84
145,8819,90
145,8819,90
145,704,99
145,704,99
145,4173,111
145,4173,111
145,1908,123
145,1908,123
145,1066,138
145,1066,138
145,1219,153
145,1219,153
145,8524,174
145,8524,174
145,8566,192
145,8566,192
145,4183,225
145,4183,225
145,2429,420
145,2429,294
145,1277,396
145,1277,396
145,6786,591
145,6786,591
145,5165,921
145,5165,921
145,3831,1749
145,3831,1749
145,6777,2976
145,6777,2976
