100,906,2759
100,906,37
100,2814,28
100,2814,28
100,4734,4092
100,4734,44
100,6559,3178
100,6559,14
100,8560,4494
100,8560,29
100,930,135
100,930,135
100,7460,82
100,7460,82
100,5284,137
100,5284,137
100,2972,5314
100,2972,215
100,1021,9169
100,1021,243
100,1468,599
100,1468,214
100,3749,2065
100,3749,356
100,6576,1163
100,6576,466
100,9974,13510
100,9974,282
100,1001,1260
100,1001,436
100,9009,1079
100,9009,477
100,5887,3710
100,5887,656
100,3116,915
100,3116,722
100,1311,2237
100,1311,624
100,9277,3221
100,9277,616
100,6840,807
100,6840,742
100,3933,38559
100,3933,848
100,9638,3957
100,9638,870
100,7545,688
100,7545,688
100,5382,1529
100,5382,1228
100,5006,1833
100,5006,1181
100,5877,1137
100,5877,1137
100,6725,9019
100,6725,1275
100,6885,6742
100,6885,836
100,54,2586
100,54,998
100,1539,3592
100,1539,1068
100,6587,1283
100,6587,1175
100,1978,1515
100,1978,1515
100,4178,5865
100,4178,1360
100,3713,2983
100,3713,1558
100,4627,1674
100,4627,1627
100,4221,3662
100,4221,2089
100,8280,3306
100,8280,2312
100,5612,2837
100,5612,2837
100,4903,3573
100,4903,2872
100,184,3620
100,184,3107
100,4783,4356
100,4783,3486
100,4839,6083
100,4839,4369
100,518,9124
100,518,6740
100,9321,10394
100,9321,9423
100,7934,14615
100,7934,13956
100,7423,24998
100,7423,23911
100,6038,48378
100,6038,45613
