117,1032,1
117,1032,1
117,2977,1
117,2977,1
117,4911,1
117,4911,1
117,6700,1
117,6700,1
117,8692,1
117,8692,1
117,1568,52
117,1568,2
117,8046,2
117,8046,2
117,5713,17
117,5713,3
117,3479,20
117,3479,4
117,1901,18
117,1901,5
117,2330,25
117,2330,5
117,4651,7
117,4651,7
117,7801,19
117,7801,8
117,905,10
117,905,10
117,1537,11
117,1537,11
117,105,35
117,105,12
117,6487,40
117,6487,12
117,3661,13
117,3661,13
117,1794,13
117,1794,13
117,9864,13
117,9864,13
117,7461,14
117,7461,14
117,4462,26
117,4462,16
117,17,16
117,17,16
117,7990,41
117,7990,16
117,6332,17
117,6332,17
117,5951,290
117,5951,18
117,6544,20
117,6544,20
117,7751,21
117,7751,21
117,7489,21
117,7489,21
117,1052,23
117,1052,23
117,2494,28
117,2494,25
117,7685,752
117,7685,25
117,4169,94
117,4169,28
117,5862,34
117,5862,30
117,6313,33
117,6313,33
117,8009,68
117,8009,35
117,7600,40
117,7600,40
117,4820,45
117,4820,45
117,850,50
117,850,50
117,1511,58
117,1511,58
117,8399,64
117,8399,64
117,982,83
117,982,73
117,1039,107
117,1039,94
117,9411,145
117,9411,128
117,1148,196
117,1148,188
117,192,291
117,192,291
117,6704,520
117,6704,515
117,5037,929
117,5037,929
