124,1076,26857
124,1076,76
124,3018,6371
124,3018,22
124,4957,13595
124,4957,51
124,6805,12280
124,6805,4
124,8758,16885
124,8758,39
124,1668,7296
124,1668,142
124,8294,64298
124,8294,54
124,5926,13912
124,5926,175
124,3825,17733
124,3825,230
124,2056,5434
124,2056,239
124,2783,10039
124,2783,220
124,4960,7194
124,4960,433
124,8469,21383
124,8469,342
124,1347,20156
124,1347,163
124,1814,11373
124,1814,636
124,339,31857
124,339,572
124,6634,3387
124,6634,601
124,4025,13205
124,4025,798
124,1999,11793
124,1999,544
124,9960,12335
124,9960,686
124,7734,6792
124,7734,705
124,4623,19101
124,4623,840
124,323,8200
124,323,810
124,8376,71495
124,8376,694
124,6524,15055
124,6524,729
124,6234,7321
124,6234,800
124,6724,7814
124,6724,830
124,8228,8970
124,8228,1136
124,7807,15174
124,7807,1203
124,1411,9510
124,1411,1216
124,2756,8970
124,2756,1121
124,8111,36467
124,8111,1475
124,5043,9289
124,5043,1707
124,6701,10052
124,6701,1513
124,7277,8834
124,7277,1695
124,9379,8083
124,9379,1643
124,8427,16045
124,8427,1921
124,6355,27298
124,6355,2057
124,3538,23918
124,3538,2773
124,2878,14281
124,2878,2939
124,1061,17619
124,1061,3454
124,3233,15074
124,3233,3750
124,8510,9161
124,8510,4639
124,8542,15419
124,8542,7155
124,2342,13557
124,2342,9638
124,4335,47842
124,4335,14686
124,9497,31857
124,9497,26112
124,459,57866
124,459,47594
